,Date,Quality Level,AQI,AQI Rank in China,PM2.5,PM10,SO2,NO2,CO,O3,Weather Condition,Temperature,Wind Force and Wind Direction
2686,2022-03-25,轻度污染,114,322,57,141,2,28,0.57,38,阴/多云,7℃/15℃,北风1-2级/北风1-2级
2687,2022-03-26,良,67,258,14,84,2,20,0.26,59,多云/多云,3℃/19℃,西北风3-4级/西北风3-4级
2688,2022-03-27,优,30,61,6,27,2,12,0.2,75,晴/晴,6℃/15℃,西南风1-2级/西南风1-2级
2689,2022-03-28,良,69,255,28,87,2,23,0.33,69,多云/多云,9℃/18℃,南风3-4级/南风3-4级
2690,2022-03-29,良,79,295,53,103,2,26,0.5,51,小雨/小雨,6℃/13℃,北风1-2级/北风1-2级
2691,2022-03-30,优,42,128,30,42,2,19,0.49,39,小雨/多云,3℃/12℃,东北风1-2级/东北风1-2级
2692,2022-03-31,优,30,71,13,19,2,15,0.3,51,晴/晴,2℃/17℃,西北风1-2级/西北风1-2级
2693,2022-04-01,优,30,94,12,30,2,22,0.25,58,多云/多云,3℃/15℃,西南风1-2级/西南风1-2级
2694,2022-04-02,优,36,120,13,30,2,19,0.28,62,晴/晴,4℃/19℃,北风1-2级/北风1-2级
2695,2022-04-03,良,52,176,21,58,2,24,0.33,70,晴/晴,7℃/21℃,西南风1-2级/西南风1-2级
2696,2022-04-04,良,92,327,67,119,3,26,0.54,96,晴/晴,9℃/22℃,西南风1-2级/西南风1-2级
2697,2022-04-05,良,87,323,46,111,2,22,0.45,81,晴/多云,7℃/24℃,北风1-2级/北风1-2级
2698,2022-04-06,良,59,200,11,67,2,14,0.33,70,多云/晴,4℃/14℃,南风1-2级/南风1-2级
2699,2022-04-07,良,63,199,26,77,2,33,0.38,53,晴/晴,9℃/24℃,南风1-2级/南风1-2级
2700,2022-04-08,轻度污染,117,323,87,161,5,35,1.03,101,晴/晴,12℃/26℃,南风1-2级/南风1-2级
2701,2022-04-09,轻度污染,122,327,91,163,3,28,0.87,118,晴/晴,11℃/26℃,东南风1-2级/东南风1-2级
2702,2022-04-10,轻度污染,125,325,94,169,4,29,1.1,120,多云/多云,14℃/26℃,南风1-2级/南风1-2级
2703,2022-04-11,轻度污染,118,295,64,179,2,29,0.73,81,多云/小雨,14℃/28℃,西北风3-4级/西北风3-4级
2704,2022-04-12,良,69,237,13,87,2,11,0.24,83,晴/晴,8℃/19℃,北风1-2级/北风1-2级
2705,2022-04-13,良,56,254,28,63,2,17,0.39,88,多云/晴,6℃/19℃,南风1-2级/南风1-2级
2706,2022-04-14,优,34,92,11,29,2,16,0.24,69,多云/晴,8℃/21℃,北风1-2级/北风1-2级
2707,2022-04-15,优,29,71,9,22,2,10,0.2,80,晴/晴,6℃/20℃,北风1-2级/北风1-2级
2708,2022-04-16,优,37,122,12,35,2,20,0.23,66,晴/多云,11℃/23℃,西南风1-2级/西南风1-2级
2709,2022-04-17,良,69,278,39,87,2,37,0.4,56,多云/阴,12℃/20℃,西南风1-2级/西南风1-2级
2710,2022-04-18,良,79,286,57,104,3,31,0.58,88,晴/晴,9℃/23℃,北风1-2级/北风1-2级
2711,2022-04-19,良,74,271,50,88,2,30,0.45,87,晴/晴,13℃/27℃,西南风3-4级/西南风3-4级
2712,2022-04-20,良,70,226,38,88,3,24,0.43,105,多云/晴,17℃/29℃,西南风3-4级/西南风3-4级
2713,2022-04-21,良,84,289,33,118,2,15,0.36,88,扬沙/晴,9℃/26℃,西北风3-4级/西北风3-4级
2714,2022-04-22,优,38,91,10,38,2,9,0.21,86,晴/晴,12℃/23℃,西南风3-4级/西南风3-4级
2715,2022-04-23,良,74,250,35,98,3,25,0.46,83,晴/晴,15℃/29℃,西南风1-2级/西南风1-2级
2716,2022-04-24,良,94,316,51,138,4,28,0.77,111,多云/晴,13℃/27℃,东南风1-2级/东南风1-2级
2717,2022-04-25,良,100,316,64,151,4,25,1.09,108,多云/多云,16℃/29℃,南风3-4级/南风3-4级
2718,2022-04-26,良,73,258,24,97,2,9,0.34,85,晴/多云,11℃/23℃,北风3-4级/北风3-4级
2719,2022-04-27,优,28,44,8,28,2,10,0.26,66,小雨/小雨,10℃/18℃,北风1-2级/北风1-2级
2720,2022-04-28,优,25,21,14,22,2,10,0.3,60,多云/多云,7℃/14℃,南风1-2级/南风1-2级
2721,2022-04-29,良,59,255,42,59,2,18,0.39,64,多云/多云,12℃/21℃,西南风1-2级/西南风1-2级
2722,2022-04-30,优,26,52,4,11,3,8,0.17,77,晴/晴,8℃/22℃,西北风3-4级/西北风3-4级
2723,2022-05-01,优,33,117,10,30,2,18,0.21,63,多云/晴,11℃/27℃,北风1-2级/北风1-2级
2724,2022-05-02,优,47,185,22,49,3,24,0.42,76,晴/晴,12℃/26℃,南风1-2级/南风1-2级
2725,2022-05-03,良,61,258,28,68,2,23,0.44,104,晴/晴,16℃/32℃,西南风3-4级/西南风3-4级
2726,2022-05-04,良,75,303,31,85,3,22,0.45,123,晴/多云,20℃/33℃,西南风1-2级/西南风1-2级
2727,2022-05-05,良,77,296,34,92,3,16,0.44,131,多云/多云,15℃/30℃,南风3-4级/南风3-4级
2728,2022-05-06,良,52,153,18,58,2,11,0.3,68,小雨/晴,10℃/24℃,北风3-4级/北风3-4级
2729,2022-05-07,优,36,92,15,33,2,15,0.3,56,多云/小雨,11℃/19℃,东北风1-2级/东北风1-2级
2730,2022-05-08,优,26,12,14,24,2,11,0.31,61,多云/晴,9℃/16℃,西南风1-2级/西南风1-2级
2731,2022-05-09,优,32,75,16,30,2,16,0.34,62,多云/多云,8℃/18℃,南风1-2级/南风1-2级
2732,2022-05-10,良,70,301,51,78,3,19,0.47,47,小雨/小雨,10℃/14℃,南风1-2级/南风1-2级
2733,2022-05-11,优,43,198,24,41,3,16,0.39,57,晴/小雨,12℃/22℃,北风1-2级/北风1-2级
2734,2022-05-12,优,30,135,13,24,2,10,0.26,81,多云/多云,10℃/18℃,西南风1-2级/西南风1-2级
2735,2022-05-13,优,26,89,6,20,2,10,0.17,71,晴/晴,10℃/25℃,西北风1-2级/西北风1-2级
2736,2022-05-14,优,27,104,5,21,2,12,0.19,65,晴/晴,9℃/25℃,西北风1-2级/西北风1-2级
2737,2022-05-15,优,28,101,8,23,2,15,0.2,65,晴/晴,11℃/27℃,南风1-2级/南风1-2级
2738,2022-05-16,优,32,103,11,28,2,14,0.21,74,晴/晴,13℃/29℃,南风1-2级/南风1-2级
2739,2022-05-17,良,58,254,29,65,4,24,0.43,99,多云/多云,15℃/30℃,东北风1-2级/东北风1-2级
2740,2022-05-18,优,44,123,20,40,2,14,0.3,96,晴/多云,16℃/31℃,西南风1-2级/西南风1-2级
2741,2022-05-19,良,73,305,35,74,3,21,0.55,126,晴/晴,17℃/30℃,南风1-2级/南风1-2级
2742,2022-05-20,良,85,330,39,81,3,19,0.56,150,晴/晴,18℃/32℃,西南风1-2级/西南风1-2级
2743,2022-05-21,良,81,322,32,72,2,18,0.49,153,晴/晴,20℃/35℃,南风3-4级/南风3-4级
2744,2022-05-22,良,83,320,30,78,3,18,0.49,154,晴/晴,21℃/35℃,南风1-2级/南风1-2级
2745,2022-05-23,良,71,292,30,69,2,16,0.46,140,多云/多云,20℃/33℃,南风1-2级/南风1-2级
2746,2022-05-24,良,66,273,27,62,2,16,0.5,129,小雨/小雨,20℃/34℃,西南风3-4级/西南风3-4级
2747,2022-05-25,优,29,97,4,19,2,6,0.18,90,晴/晴,15℃/30℃,北风1-2级/北风1-2级
2748,2022-05-26,优,31,137,7,25,2,13,0.2,65,晴/晴,19℃/34℃,西北风1-2级/西北风1-2级
2749,2022-05-27,优,43,179,11,37,2,18,0.33,90,晴/晴,21℃/35℃,西南风3-4级/西南风3-4级
2750,2022-05-28,良,84,316,25,77,4,16,0.45,157,多云/多云,24℃/36℃,南风3-4级/南风3-4级
2751,2022-05-29,优,45,207,16,47,3,9,0.33,96,小雨/晴,14℃/30℃,北风1-2级/北风1-2级
2752,2022-05-30,优,31,110,9,27,2,14,0.22,77,晴/晴,15℃/32℃,西风1-2级/西风1-2级
2753,2022-05-31,良,51,229,17,49,3,21,0.36,102,晴/晴,17℃/33℃,东北风1-2级/东北风1-2级
2754,2022-06-01,优,44,199,14,36,2,19,0.33,100,晴/晴,19℃/33℃,西南风1-2级/西南风1-2级
2755,2022-06-02,良,78,279,20,53,3,21,0.37,151,晴/多云,20℃/35℃,南风1-2级/南风1-2级
2756,2022-06-03,良,89,313,34,80,5,22,0.68,172,多云/小雨,22℃/34℃,南风1-2级/南风1-2级
2757,2022-06-04,优,49,289,23,46,2,9,0.45,125,小雨/多云,20℃/31℃,南风1-2级/南风1-2级
2758,2022-06-05,优,37,204,11,30,2,10,0.28,79,多云/多云,20℃/34℃,西北风3-4级/西北风3-4级
2759,2022-06-06,优,25,77,2,8,2,6,0.22,81,晴/晴,16℃/28℃,北风1-2级/北风1-2级
2760,2022-06-07,优,31,103,9,27,2,12,0.4,86,多云/小雨,17℃/27℃,南风1-2级/南风1-2级
2761,2022-06-08,优,48,210,22,49,3,14,0.68,92,多云/多云,15℃/25℃,东风1-2级/东风1-2级
2762,2022-06-09,优,47,210,24,48,2,16,0.8,77,多云/多云,18℃/25℃,东南风1-2级/东南风1-2级
2763,2022-06-10,良,60,302,29,64,2,14,0.73,113,小雨/小雨,19℃/26℃,东风1-2级/东风1-2级
2764,2022-06-11,良,51,252,23,55,2,14,0.6,99,小雨/小雨,19℃/28℃,南风1-2级/南风1-2级
2765,2022-06-12,优,38,210,17,33,2,10,0.53,99,阴/小雨,18℃/26℃,西南风1-2级/西南风1-2级
2766,2022-06-13,优,30,121,15,28,2,12,0.44,86,小雨/多云,18℃/27℃,东南风1-2级/东南风1-2级
2767,2022-06-14,优,36,157,14,28,2,12,0.48,78,小雨/多云,18℃/27℃,东风1-2级/东风1-2级
2768,2022-06-15,优,43,179,21,40,2,13,0.63,94,多云/多云,18℃/27℃,东南风1-2级/东南风1-2级
2769,2022-06-16,良,66,278,25,54,2,16,0.6,126,多云/多云,19℃/30℃,东南风1-2级/东南风1-2级
2770,2022-06-17,良,78,307,35,73,2,18,0.85,144,多云/多云,22℃/32℃,东南风1-2级/东南风1-2级
2771,2022-06-18,良,84,316,34,71,2,12,0.88,161,多云/多云,23℃/33℃,东风1-2级/东风1-2级
2772,2022-06-19,良,75,305,30,62,2,10,0.8,161,晴/晴,22℃/33℃,东南风1-2级/东南风1-2级
2773,2022-06-20,良,85,315,35,75,2,14,0.85,165,多云/多云,24℃/35℃,南风1-2级/南风1-2级
2774,2022-06-21,良,100,336,59,110,3,19,1.08,159,多云/多云,24℃/36℃,西南风3-4级/西南风3-4级
2775,2022-06-22,良,74,332,52,77,2,16,0.92,78,小雨/多云,22℃/27℃,北风1-2级/北风1-2级
2776,2022-06-23,优,41,264,14,19,2,13,0.44,89,晴/晴,23℃/35℃,西北风1-2级/西北风1-2级
2777,2022-06-24,优,27,120,4,14,2,17,0.25,85,晴/晴,23℃/36℃,西北风1-2级/西北风1-2级
2778,2022-06-25,良,89,332,18,54,2,23,0.4,171,多云/多云,24℃/39℃,东风1-2级/东风1-2级
2779,2022-06-26,良,58,313,24,56,3,13,0.61,147,雷阵雨/大雨,22℃/33℃,东北风1-2级/东北风1-2级
2780,2022-06-27,优,43,290,25,40,2,10,0.63,97,雷阵雨/多云,22℃/31℃,北风3-4级/北风3-4级
2781,2022-06-28,优,27,123,12,19,3,9,0.44,75,小雨/中雨,22℃/29℃,北风1-2级/北风1-2级
2782,2022-06-29,优,22,44,8,14,3,8,0.37,69,小雨/小雨,21℃/27℃,北风1-2级/北风1-2级
2783,2022-06-30,优,30,128,13,24,2,12,0.44,80,阴/小雨,22℃/29℃,东南风1-2级/东南风1-2级
2784,2022-07-01,优,35,193,18,27,2,9,0.58,97,阴/多云,22℃/30℃,东风1-2级/东风1-2级
2785,2022-07-02,良,57,307,35,51,2,13,0.73,102,多云/小雨,23℃/31℃,南风1-2级/南风1-2级
2786,2022-07-03,优,41,276,23,33,3,10,0.63,103,中雨/中雨,22℃/25℃,东风1-2级/东风1-2级
2787,2022-07-04,优,32,184,18,24,3,11,0.58,79,阴/小雨,23℃/29℃,南风1-2级/南风1-2级
2788,2022-07-05,良,56,319,36,49,2,11,0.59,87,小雨/小雨,23℃/31℃,东南风1-2级/东南风1-2级
2789,2022-07-06,优,24,115,8,14,2,9,0.4,75,小雨/多云,22℃/29℃,东北风1-2级/东北风1-2级
2790,2022-07-07,优,36,200,10,24,2,17,0.38,91,晴/多云,24℃/36℃,西南风1-2级/西南风1-2级
2791,2022-07-08,优,45,222,16,40,2,18,0.44,97,多云/多云,24℃/35℃,东北风1-2级/东北风1-2级
2792,2022-07-09,优,32,139,10,27,2,19,0.33,63,多云/多云,22℃/35℃,西南风1-2级/西南风1-2级
2793,2022-07-10,优,27,84,9,18,2,11,0.36,85,阵雨/晴,21℃/27℃,东风1-2级/东风1-2级
2794,2022-07-11,优,37,198,21,37,2,17,0.5,78,多云/雷阵雨,23℃/29℃,南风1-2级/南风1-2级
2795,2022-07-12,优,34,173,14,22,3,10,0.48,79,小雨/多云,23℃/29℃,东北风1-2级/东北风1-2级
2796,2022-07-13,优,32,157,10,21,2,15,0.52,84,晴/晴,23℃/34℃,西南风1-2级/西南风1-2级
2797,2022-07-14,优,35,158,8,22,3,16,0.3,91,晴/晴,23℃/35℃,北风1-2级/北风1-2级
2798,2022-07-15,优,37,171,9,28,2,20,0.32,92,晴/多云,24℃/36℃,西南风1-2级/西南风1-2级
2799,2022-07-16,良,65,329,24,55,3,19,0.61,127,多云/多云,23℃/33℃,东南风1-2级/东南风1-2级
2800,2022-07-17,优,45,292,21,41,2,15,0.44,83,晴/晴,23℃/35℃,北风1-2级/北风1-2级
2801,2022-07-18,优,34,197,7,25,2,16,0.36,88,晴/晴,22℃/36℃,东南风1-2级/东南风1-2级
2802,2022-07-19,优,50,288,13,41,2,20,0.4,110,多云/多云,24℃/35℃,南风1-2级/南风1-2级
2803,2022-07-20,良,59,330,25,55,2,17,0.5,116,晴/多云,22℃/33℃,西南风1-2级/西南风1-2级
2804,2022-07-21,良,61,314,19,42,2,15,0.43,131,晴/多云,24℃/34℃,西南风1-2级/西南风1-2级
2805,2022-07-22,良,56,306,28,57,2,20,0.51,114,多云/小雨,23℃/32℃,南风1-2级/南风1-2级
2806,2022-07-23,优,31,139,10,20,2,10,0.35,98,晴/晴,23℃/33℃,西南风1-2级/西南风1-2级
2807,2022-07-24,良,61,314,23,46,2,16,0.48,117,多云/多云,25℃/35℃,南风1-2级/南风1-2级
2808,2022-07-25,优,46,227,21,43,2,14,0.45,112,雷阵雨/雷阵雨,24℃/33℃,南风1-2级/南风1-2级
2809,2022-07-26,良,52,288,30,49,2,13,0.5,114,小雨/小雨,23℃/32℃,南风1-2级/南风1-2级
2810,2022-07-27,优,35,129,18,27,2,10,0.57,87,小雨/中雨,23℃/27℃,东北风1-2级/东北风1-2级
2811,2022-07-28,优,24,34,5,9,2,9,0.35,77,小雨/多云,21℃/29℃,东北风1-2级/东北风1-2级
2812,2022-07-29,优,34,155,14,26,2,15,0.43,86,晴/多云,23℃/33℃,南风1-2级/南风1-2级
2813,2022-07-30,良,57,313,35,54,3,12,0.66,107,小雨/小雨,24℃/31℃,东南风1-2级/东南风1-2级
2814,2022-07-31,优,46,236,27,43,3,13,0.5,93,多云/晴,25℃/32℃,西南风1-2级/西南风1-2级
2815,2022-09-01,优,30,122,8,28,2,17,0.28,70,晴/晴,15℃/29℃,南风1-2级/南风1-2级
2816,2022-09-02,优,47,262,18,46,2,20,0.44,86,晴/多云,18℃/28℃,南风1-2级/南风1-2级
2817,2022-09-03,良,54,298,30,59,2,23,0.51,86,小雨/小雨,19℃/27℃,南风1-2级/南风1-2级
2818,2022-09-04,良,53,283,34,52,2,16,0.54,94,小雨/多云,19℃/29℃,南风1-2级/南风1-2级
2819,2022-09-05,优,21,24,4,13,2,13,0.2,60,晴/晴,14℃/28℃,北风1-2级/北风1-2级
2820,2022-09-06,优,26,36,6,23,2,20,0.24,42,晴/晴,15℃/29℃,西北风1-2级/西北风1-2级
2821,2022-09-07,优,31,54,8,28,2,23,0.28,57,晴/晴,18℃/32℃,西南风1-2级/西南风1-2级
2822,2022-09-08,良,54,206,18,49,2,29,0.39,92,晴/晴,20℃/33℃,西南风1-2级/西南风1-2级
2823,2022-09-09,良,76,315,33,72,2,28,0.63,125,晴/多云,20℃/32℃,西南风1-2级/西南风1-2级
2824,2022-09-10,良,84,327,45,78,2,20,0.77,145,多云/多云,19℃/31℃,东北风1-2级/东北风1-2级
2825,2022-09-11,优,49,175,28,49,2,14,0.58,106,多云/晴,20℃/30℃,南风1-2级/南风1-2级
2826,2022-09-12,良,74,288,48,78,2,20,0.7,110,晴/晴,20℃/31℃,西南风1-2级/西南风1-2级
2827,2022-09-13,良,79,305,56,86,2,22,0.8,103,多云/多云,20℃/30℃,东南风1-2级/东南风1-2级
2828,2022-09-14,良,58,256,34,55,2,17,0.64,86,晴/多云,19℃/31℃,东北风1-2级/东北风1-2级
2829,2022-09-15,优,49,223,21,46,2,17,0.55,87,多云/多云,18℃/30℃,东南风1-2级/东南风1-2级
2830,2022-09-16,良,54,235,25,51,2,20,0.52,95,晴/晴,20℃/32℃,南风1-2级/南风1-2级
2831,2022-09-17,良,72,288,38,78,2,26,0.64,106,晴/晴,20℃/32℃,西南风1-2级/西南风1-2级
2832,2022-09-18,优,32,83,10,29,3,18,0.3,66,多云/晴,18℃/30℃,北风3-4级/北风3-4级
2833,2022-09-19,优,26,51,5,24,3,18,0.21,52,多云/多云,13℃/26℃,北风1-2级/北风1-2级
2834,2022-09-20,优,26,62,5,23,2,15,0.15,56,晴/多云,14℃/26℃,西南风1-2级/西南风1-2级
2835,2022-09-21,优,49,223,17,52,2,27,0.34,72,晴/小雨,16℃/27℃,南风1-2级/南风1-2级
2836,2022-09-22,优,46,176,17,49,2,15,0.29,63,晴/晴,13℃/28℃,北风4-5级/北风4-5级
2837,2022-09-23,优,23,61,3,21,2,11,0.17,50,晴/晴,10℃/25℃,西北风1-2级/西北风1-2级
2838,2022-09-24,优,41,137,14,44,2,28,0.31,52,晴/晴,11℃/26℃,南风1-2级/南风1-2级
2839,2022-09-25,良,76,315,43,102,3,38,0.55,84,晴/晴,13℃/27℃,南风1-2级/南风1-2级
2840,2022-09-26,良,91,331,57,113,3,40,0.77,122,晴/晴,15℃/28℃,南风1-2级/南风1-2级
2841,2022-09-27,良,97,327,59,112,3,39,0.77,126,晴/多云,16℃/28℃,南风1-2级/南风1-2级
2842,2022-09-28,良,92,321,58,112,3,38,0.78,120,多云/晴,16℃/29℃,南风1-2级/南风1-2级
2843,2022-09-29,良,98,329,64,122,3,37,0.83,133,晴/晴,18℃/30℃,南风1-2级/南风1-2级
2844,2022-09-30,轻度污染,116,335,82,143,2,42,0.9,122,晴/晴,19℃/30℃,南风1-2级/南风1-2级
2845,2022-10-01,良,93,334,69,119,2,35,0.76,76,小雨/小雨,19℃/27℃,南风1-2级/南风1-2级
2846,2022-10-02,优,27,104,16,23,2,12,0.44,58,阴/小雨,17℃/25℃,东北风1-2级/东北风1-2级
2847,2022-10-03,优,16,24,6,10,3,10,0.27,39,小雨/多云,8℃/19℃,北风3-4级/北风3-4级
2848,2022-10-04,优,18,75,2,9,3,10,0.12,47,晴/晴,4℃/16℃,北风1-2级/北风1-2级
2849,2022-10-05,优,24,143,8,22,2,18,0.18,35,多云/多云,6℃/17℃,北风1-2级/北风1-2级
2850,2022-10-06,优,43,260,20,44,2,25,0.28,36,晴/晴,4℃/17℃,西南风1-2级/西南风1-2级
2851,2022-10-07,良,72,323,49,85,2,30,0.57,44,晴/小雨,10℃/19℃,南风1-2级/南风1-2级
2852,2022-10-08,良,88,330,65,96,2,29,0.57,17,小雨/多云,9℃/18℃,西南风3-4级/西南风3-4级
2853,2022-10-09,优,19,35,2,8,3,6,0.1,59,晴/晴,6℃/16℃,西北风3-4级/西北风3-4级
2854,2022-10-10,优,21,45,3,12,2,12,0.16,53,晴/晴,3℃/18℃,西北风3-4级/西北风3-4级
2855,2022-10-11,优,32,81,13,34,2,27,0.32,34,晴/晴,6℃/19℃,南风1-2级/南风1-2级
2856,2022-10-12,良,72,315,48,89,2,46,0.59,33,多云/多云,9℃/18℃,南风1-2级/南风1-2级
2857,2022-10-13,轻度污染,114,330,86,134,2,51,0.72,42,多云/阴,12℃/19℃,南风1-2级/南风1-2级
2858,2022-10-14,轻度污染,140,330,106,159,2,50,0.74,58,晴/晴,10℃/21℃,南风1-2级/南风1-2级
2859,2022-10-15,轻度污染,142,322,108,157,2,39,0.77,82,多云/多云,10℃/22℃,西南风1-2级/西南风1-2级
2860,2022-10-16,优,24,24,8,17,2,9,0.15,53,晴/晴,5℃/18℃,北风1-2级/北风1-2级
2861,2022-10-17,优,16,3,2,12,2,11,0.16,41,晴/晴,2℃/17℃,西北风1-2级/西北风1-2级
2862,2022-10-18,优,29,38,9,29,2,24,0.28,31,晴/晴,3℃/17℃,南风1-2级/南风1-2级
2863,2022-10-19,良,61,232,36,73,3,39,0.52,33,晴/晴,7℃/20℃,南风1-2级/南风1-2级
2864,2022-10-20,轻度污染,104,334,78,126,2,51,0.66,30,阴/多云,6℃/18℃,南风1-2级/南风1-2级
2865,2022-10-21,轻度污染,127,334,96,144,2,43,0.74,60,晴/晴,10℃/23℃,南风1-2级/南风1-2级
2866,2022-10-22,优,42,87,22,43,2,18,0.28,53,晴/晴,5℃/21℃,北风3-4级/北风3-4级
2867,2022-10-23,优,25,24,7,23,2,23,0.26,35,晴/晴,4℃/21℃,北风1-2级/北风1-2级
2868,2022-10-24,良,55,148,27,63,2,34,0.55,36,晴/晴,6℃/20℃,南风1-2级/南风1-2级
2869,2022-10-25,轻度污染,116,324,86,138,4,46,0.86,49,多云/阴,10℃/20℃,南风1-2级/南风1-2级
2870,2022-10-26,轻度污染,139,333,103,148,2,40,0.72,40,小雨/多云,10℃/18℃,东北风1-2级/东北风1-2级
2871,2022-10-27,优,22,29,7,20,2,19,0.24,32,阴/阴,7℃/13℃,东北风1-2级/东北风1-2级
2872,2022-10-28,良,55,249,20,61,2,37,0.48,9,阴/阴,9℃/14℃,东南风1-2级/东南风1-2级
2873,2022-10-29,良,65,278,37,81,2,39,0.64,13,阴/小雨,9℃/14℃,南风1-2级/南风1-2级
2874,2022-10-30,良,94,304,70,108,2,41,0.61,19,阴/多云,8℃/16℃,西南风1-2级/西南风1-2级
2875,2022-10-31,优,42,130,24,41,2,19,0.28,41,晴/晴,3℃/17℃,西北风1-2级/西北风1-2级
2876,2022-11-01,优,26,32,9,25,2,26,0.25,32,晴/多云,4℃/15℃,南风1-2级/南风1-2级
2877,2022-11-02,良,58,232,32,67,2,35,0.45,27,小雨/小雨,4℃/14℃,北风1-2级/北风1-2级
2878,2022-11-03,优,45,160,24,47,2,21,0.47,34,多云/晴,0℃/12℃,西风1-2级/西风1-2级
2879,2022-11-04,优,28,54,12,27,2,19,0.23,41,晴/晴,-1℃/14℃,西南风1-2级/西南风1-2级
2880,2022-11-05,优,50,162,28,56,2,35,0.37,27,晴/多云,3℃/16℃,西南风1-2级/西南风1-2级
2881,2022-11-06,轻度污染,106,321,79,124,2,52,0.7,18,小雨/多云,4℃/11℃,北风1-2级/北风1-2级
2882,2022-11-07,良,52,133,32,52,2,30,0.42,34,晴/晴,1℃/17℃,北风3-4级/北风3-4级
2883,2022-11-08,良,58,163,35,68,2,43,0.5,25,晴/多云,3℃/16℃,南风1-2级/南风1-2级
2884,2022-11-09,轻度污染,101,269,75,115,2,52,0.69,22,小雨/小雨,5℃/14℃,东风1-2级/北风1-2级
2885,2022-11-09,轻度污染,101,269,75,115,2,52,0.69,22,小雨/小雨,5℃/14℃,东风1-2级/北风1-2级
2886,2022-11-09,轻度污染,101,269,75,115,2,52,0.69,22,小雨/小雨,5℃/14℃,东风1-2级/北风1-2级
2887,2022-11-09,轻度污染,101,269,75,115,2,52,0.69,22,小雨/小雨,5℃/14℃,东风1-2级/北风1-2级
2888,2022-11-09,轻度污染,101,269,75,115,2,52,0.69,22,小雨/小雨,5℃/14℃,东风1-2级/北风1-2级
2889,2022-11-09,轻度污染,101,269,75,115,2,52,0.69,22,小雨/小雨,5℃/14℃,东风1-2级/北风1-2级
2890,2022-11-09,轻度污染,101,269,75,115,2,52,0.69,22,小雨/小雨,5℃/14℃,东风1-2级/北风1-2级
2891,2022-11-10,轻度污染,115,283,87,110,2,32,0.79,47,多云/阴,8℃/17℃,北风1-2级/北风1-2级
2892,2022-11-11,轻度污染,135,308,101,127,2,38,1.51,11,中雨/小雨,8℃/13℃,北风1-2级/北风3-4级
2893,2022-11-12,优,16,5,3,5,2,11,0.37,42,多云/晴,0℃/14℃,北风3-4级/北风1-2级
2894,2022-11-13,优,18,9,7,13,2,17,0.2,38,晴/晴,-1℃/9℃,西南风1-2级/西南风1-2级
2895,2022-11-14,优,50,184,27,54,2,40,0.45,11,晴/晴,0℃/12℃,西南风1-2级/北风1-2级
2896,2022-11-15,优,38,85,19,39,2,32,0.43,28,晴/晴,0℃/16℃,西风1-2级/西南风1-2级
2897,2022-11-16,优,39,90,19,44,2,38,0.44,20,晴/晴,1℃/14℃,东北风1-2级/北风1-2级
2898,2022-11-17,良,83,255,58,97,2,48,0.66,14,晴/多云,4℃/16℃,南风1-2级/东北风1-2级
2899,2022-11-18,轻度污染,111,304,83,123,3,49,0.99,14,阴/小雨,4℃/12℃,东北风1-2级/北风1-2级
2900,2022-11-19,轻度污染,128,319,97,141,2,44,0.97,25,晴/多云,3℃/15℃,西南风1-2级/北风1-2级
2901,2022-11-20,中度污染,151,330,114,169,2,43,1.03,8,阴/多云,4℃/11℃,北风1-2级/北风1-2级
2902,2022-11-21,良,58,218,39,68,2,27,0.52,24,多云/多云,2℃/13℃,东北风1-2级/东风1-2级
2903,2022-11-22,良,61,275,40,72,2,38,0.61,18,多云/晴,0℃/11℃,南风1-2级/南风1-2级
2904,2022-11-23,良,95,319,71,106,2,40,0.73,17,晴/雾,2℃/12℃,西南风1-2级/北风1-2级
2905,2022-11-24,中度污染,155,334,116,162,2,49,0.97,8,雾/雾,4℃/10℃,北风1-2级/北风1-2级
2906,2022-11-25,良,89,301,57,94,2,24,0.55,39,晴/多云,-2℃/14℃,西北风3-4级/西北风3-4级
2907,2022-11-26,优,23,35,5,22,2,12,0.19,49,多云/多云,-2℃/5℃,东南风1-2级/东南风1-2级
2908,2022-11-27,优,39,115,18,40,2,27,0.41,27,多云/多云,0℃/7℃,北风1-2级/北风1-2级
2909,2022-11-28,良,75,265,31,99,2,20,0.34,33,多云/晴,-5℃/13℃,西北风3-4级/西北风3-4级
2910,2022-11-29,优,42,161,8,43,2,2,0.19,49,晴/晴,-8℃/-3℃,西北风3-4级/西北风1-2级
2911,2022-11-30,优,31,152,8,31,2,7,0.26,47,晴/晴,-9℃/-1℃,西南风1-2级/西北风1-2级
2912,2023-01-01,优,38,60,19,38,2,28,0.4,32,多云/多云,-7℃/5℃,东北风1-2级/北风1-2级
2913,2023-01-02,优,22,9,10,21,2,18,0.25,46,晴/晴,-8℃/3℃,北风1-2级/西风1-2级
2914,2023-01-03,优,36,59,20,38,2,32,0.43,26,晴/晴,-8℃/4℃,南风1-2级/东北风1-2级
2915,2023-01-04,良,63,128,41,70,3,45,0.63,17,晴/晴,-8℃/5℃,西南风1-2级/西南风1-2级
2916,2023-01-05,轻度污染,106,196,79,118,4,61,0.91,12,多云/多云,-6℃/5℃,西南风1-2级/西南风1-2级
2917,2023-01-06,轻度污染,103,163,62,115,3,45,0.69,33,晴/晴,-6℃/8℃,西北风1-2级/北风1-2级
